mtlb? jo maine bheza wo glt dikha rha?,Ha
mera to chl rha tha,Fr chall gy ta baad me
achha 3 wala kiya tha,Syd cororna virus ki vajh se
Graph ka tha,1 hi kiya ta tumhara chapp ke
Simple Traingle Property a+b>c,Oh
#include<bits/stdc++.h> ye 3 kqa code hmne likha tha\ Submit kre usase phle hi contest over hogya,Acha
ye btao pp bhai hmko contest ke bich me hi ku phone krte hai,Aaj fr? Hmse koi baat nhi hua Kal se uuse
ha lekin ajj hmne 5 min baat ki fir kaat diya bol ke baad me phone kru ga aur abhi wo utha ni rahe,🤣
PP hai to aisa kr skte hai,Ha ranbazi h bhaiya
bhai meating start bhi hogi?,Ha
kb?,10:30 pr hi aao important chall rha h loss kyo kr rhe ho acadmic* 🤔🤔🤔🤔🤔🤔🤔 bhai hmm record kr le kya? tumhare liye
attandance le li?,na ab le rhe h start hone jaa rhi h
agya mai,ok hui to nhi na attendence> ?
ha wo snapshot le liya,ok
coding kro,? kaha pr
codeofgeeks pr,Are
olt ke answer do,😨😨 Bhai tum bejte ho
kabhi kabhi tum bhi help kr diya karo,Bhai hmm kaise kr de Hmne nhi aate otl krna Ranbazi dikha rhe ho
ha dikha rhe hai 😭😭 apne dost se help mang do to wo khta hai rngbazi dikha rhe ho,😭
kuchh aise dost bnaye hai jinse mdad mang skte hai aur usme se bhi tum jaise kabil log mdad krne se mna kr de rhe ho😭😭😭😭,😭 meri ak madad krvao ge dost
bhai kaho,"Mujhe apni ubantu 16.04 to 18 krni h Without lossing data, krva do 😭"
to update kro directly,Kaise
wo khud hi option deta hai,See and tell
system settings me rhta hai,😭 Krvana nhi cahh rhe ho na Madad Nhi to tum ab tak team viewer ki id magg lete 😭😭😭😭😭😭 😭😭😭 😭😭😭😭😭😭
bhai ab hm ghr aake kre wait kro,Kaha ho
kl tumne q3 ni krwaya tha,Abhi kaha ho ? ?
ghr pr tumhare ghr aane ki baat kr rhe ruko ek min mai jra ubntu khol lu,Dakho fr ranbazi dikhai Vo KY Kyo* ?
Warning! I take no responsibility if this fails and you lose your data because you failed to back it up! meating hai aaj abhi thode der me NCR ki aao ge na?,Batao
new partition ko ntfs mode me dalo use windows read kr lega then you can install windows,Ok Ha
cool,Meri sound aa rhi ti kya Starting me Aao chess kele
aao https://play.chess.com/bZdi Sir ko corona to ni hai?,🤣
khas rahe kafi der se tumko hm chalange diye use accept karo https://play.chess.com/rojU,Ab saam ko Yeassssssssss 😎
jeet ke bhag jate ho😭😭,Yesssss jit hi gy akhir Yess Ye ho hi rha h bahut der se 30 min aprox
ho jane do,Kitna time lagega
no idea thoa time lgta ai,Ok 2 hr?
not sure,Ak match or🤔
ab mai khel rha,Ok Attendece ho gai Ubantu ke uper windows kaise dale Partisan to bann gy h
windows boot kro dvd lga ke ntfs hai na partition?,Bhai show hi nhi ho rha kutch Grub aa jata h Ha
grub dvd ni dikha rha?,Na
"boot menu kholna pdta hai f9,f2,f12 keys me koi ek hogi boot menu ki laptop pr depend krti hai grub is liye a rha hai ki phpe config me sirf ek hd thi uski id me ubuntu pdi hogi boot menu aati hai to usme ye dikhata hai ki kitne bootable drives connected hai f9 hoga",Ak video bej rhe h
ya fir search kr lo google pr apne laptop ke liya ok,Laptop bi ab on nhi ho rha h duphr se 😭
grub wala issue to theek ho jata hai,Ye video dakh a bar
https://itsfoss.com/bootable-windows-usb-linux/,Link do windows Download krne ke liye Crack vali
windows ki website se hi kr lo crack bad me ho jaye gi,Ha lagga di Wind 10
cool https://www.codechef.com/viewsolution/31785817 psit toper ka code ye code pdo,😨 Ita badda code kaise likh diya Pucho bro
chapa hua hai dekh ke ni lg rha isko c++ aati hi ni hai,"H lag to raha pr, kya pta aata ho 😐 ooh"
upr ke jra preprocessor commands dekho smjh me a jaye ga 3* coder ka code hai hi ni ye,System chall nhi rha
coo,Aao book padhe 🤣🤣 Tumhari ramk badhi?
score 1830 ho gya hai,😅 nice 4* ho gy Or meri?
aaj tripathi kh rha tha ab tum 2nd year cross kr liye b.tech ka,Ho gy 4*m ?
pta ni dekhta hu,Bhai dakh lo Batta do please Bhai please
ruko ab follower ka bhi dekhte hai tumne 7th wala submit ku ni kiya tha?,😚 Waaah Badiya h follower 😭 Itna kam
jmeen aasman ka frk hai aise follow krwao ge? 😩😩,Bhai aaisi hi milegi to acha rahega ya simple vali achi hogi Batao
✌,Meri taraf se badai tumhe 4* ki Batao
bhai dekho,1 - coder Select karo option
Jo chahiye use earn kra jata hai uska wait ni krte coder,🤩🤩 Ha badiya 👈🏻
"bhai mauz mt lo for me, you are always ahead me.",😞 bhai no comparison between friends
"rating, score, rank, package just doesn't matter yo Just saying coz I know how good you are.",Compare to ER. Valo se kiya jatta h
ha ya fir pp se. chlo ab tum pado hm bhi pdne ja rhe,"Ha per unke level me nhi hh hmm log 5* , + hh unki coding skils Ok"
Q4 dekhna kl wale contest ka,😞 bhai laptop hi karab rakha h Download kr rhe windows
jb ho jaye th dekhna chess khelo ge?,Ok
link bheze?,Ha
https://play.chess.com/r87X,Bhai ab kal kelete h
GLt baat. tum mn se ni kel rahe the jaan boojh ke mrwa rhe ho,Missed voice call Isme ky bhare Kal hmne ak pic beji ti na vo bejdo Ubantu me jaha specifications dikh rhi ti
ye,Nhi jha merr laptop ka name ta Jha ubantu 16.04 lts likha hota h
ye,Jo about system me aata h Iss type valla
..,Forward karo Mere me nhi h Ye aa rha h
ek ye photo bheze the tum,Ye to abhi beji h 😐 As a example
achha,Open hua test
maine abhi kiya ni hai,Ok Mill gy bhai device name
cool,Unski site pe hi tool ta automatically download krne ka B lagga kr jamma kr diye Phn se
cool,Dual boot krvao bhai
windows chl rhi hai na?,Ha Soch rha hu ab windows hi chao 😅
ha chlao,Koi method batao jisse ubantu ki drive access ho jay To files nikal le
pd se hi chla lo,Nhi h 😞
pds ubuntu boot kro,Ubantu me hi h .iso
achha,Pd to windows 10 ke liye boot kr di ti 😭😭
ok windows boot krte ho,Meri sare moves interdependent kyo ho rhe h
tabhi jra boot options check kro,Ubantu open karne pr grub> aa jatta h
kya kya dikhata hai,Vo nhi ho rhi h
grub ko correct kr skte hai,Ye aa jaa rha h
https://youtu.be/i97y5Y2nChs ye video dekho,Ok Tum windows 10 hi challte ho na
ha,Ok Software batao jo isme jarurt padegi Android studio
windows me?,Ml online hi colab pr use karuva soch rha
sublime g++,Ha
android studion,Cs 1.6?
may be spyder no CS Go kr lo,Ok
chrome or Firefox,Ye kr liya
chrome ni chlate?,Hang to nhi karega?
no details reduce krlena,Bhai Firefox me password save te to vahi kiya ta pahile Ok Or koi? Bhai batao or kutch jo roj use ho
aur baki aram se kr lena jb jrurt pde hm itna hi use krte hai vlc kr lena,Ok 👍 ha Thanks bhai
😑😑 https://youtu.be/6hQXSJuhtZg ye gana sun lo,"Waah, bonus mill gy"
background me itachi hai na?,This message was deleted Ha Crow uske pass hi h But tumhe kaise pata? 🤔
waise maine Naruto dekha ni hai,Fr
thoda bahut idea hai,"Acha Songs ache h usme, tunes"
yar itachi to villen hai wo apne bhai ki ankhe nikal liya,"Nhi bhai nhi nikalta h Ye story bahut katarnk h, vo apni power dedeta h Vo keval bhai ko darra raha hota h, taki vo or power full bann jay"
achha maine aise hi search kiya youtube me ek video tha to wahi dekh rha tha,Sir pr se power transfer kr deta h
achha,Ye last session me hota h
ok good maine glt smjh liya us admi ko,"😞 koi nhi Vo bahut acha hota h, 13 yrs me hi anbu- secret service me join kr leta h"
"achha, wow ye access ho rhi hai?",Ha
to data nikal lo,"Hmme lagga tumhare bi kamm aa sakti h ye cheez Ha, drive hi bann gai h Rar extra ke liye kya kare? Winrar"
ha,Ok Ye spider kaise aygi
pip3 install sypder spyder ki website kholo dekh lo python krni pde gi phle,Pip nhi h install Kha se
python kro pip uske sath me option rhta hai abhi pip ni hoga,Python kaise Ye kr de
python google kro unki website se download kro packager ha yahi koi purana version krna ho to use kr skte ho,Ok Kon sa kr le 3.5
jo bhi sahi lge sbhi same hote hai almost,Bahut sare h Link bejdo
kis cheez ka?,"Wow, badiya Cs keloge Server se Bhai"
CS Go CS bhi khele lege DOwnload krna pde ga,Aao bhai
ruko download krte hai,Ok https://drive.google.com/file/d/1mB010Ki_-kCp1ZmRLxuPysex-h4_LNAc/view?usp=sharing Yr kr lo Yr sakhi h
tb tk 1 game shess khel lo,Matlb
*chess,Ok
https://play.chess.com/8ww9,Bhai abhi cs kell reh pp bhai ke saat Setup kr ke aate h
cool,Aao bhai Ye bi download kr lena
achha chess ki baat kr rhe?,😅 cs ki
achha mujhe pta ni kaise IP se connect lkrte hai,"ye software download kro bhai hmm kiss liye h, madad karege aaj kutch reply nahi ranbazi...."
bhai download krne chle gye the ho gya ab btao,"screen shot bejo install kr liya na ok, cs1.6 bi ho gy donload"
yup wo to turnt kr liya tha\,"login karo iss software me wow, ggod kiya? cs1.6 folder open krke, cd key vali file run kr do"
wo kr chuke,join an exsiting network
NID btao,This message was deleted Network id : shobhit9935 Passw: 1234 Hua? Network id : shobhit9935 Passw: 1234
ha ho gya,yes ab cs open karo
ab? usme itni sari files hai,? Pic bejo bhai
Ab kya kre?,? Ye likho bhai And enter Hua bhai? Bhai discount karo Choti staze lagate h
ok mt lb kaha se diiconnect kre?,Game me disconnected aa rha hoga na
kr diya,Connect karo
same ip?,Ha bhai
ok,Aao bhai? Dusri staze lagai?
ni bhai bahut time ho gya,Ok
ab mai thodfe der pdu ga\ fir sona bhi hai,Ok Padho bhai Hmm jaa rhe sone
cool sone ja rahe the tm to.,This message was deleted
itti raat ko chatting achhi ni hoti Duniya glt mtlb nikalti hai,This message was deleted This message was deleted Tumhari Miloge
fir theek hai ha milwa do,?
bilkul,😅 bhai tum ye sab mat bola karo Ache bache ho tum
Kya?,Nothing just joking bro
ok,Bhai ready for class
join hi ni ho rha,himanchi open ta tumhara usme ak power jaise button h usko off kr do
off kr diya tha,msg milla ta mera?
kon sa,kiya ta hmne
pi it hear 8PIN *PIN,kya?
The mwessage,webex download krna padega?
Arre bhai wo kr liya Ye kis cheez ki photo hai?,software?
yeahi webx hai,ok assinment kr liye?
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,https://drive.google.com/file/d/1JIOg6axs6fm9o-OOnPd3NfwchjcAvK_5/view?usp=drivesdk https://drive.google.com/file/d/1JZbPl9UAc6lkFLcC2iPJnUzv7UJO8DIA/view?usp=drivesdk bhai lo meri taraf se answer aaj aa gy
Bhai Aa tum Achhe bachhe bn gye ho,☺️ hmm psit ke student h
Ab bs tum sadi aur kr lo,😯🙄
Power comes with responsibility You have the power but not responsibility,🙏 maffi sarkar
So marry and you will have the responsibility 🤔🤔 Bhai power mil chuki hai Ab koi mafi ni You have to bear responsibility,"abhi kaha milli h power, vo to tab milegi jab hmm power programer bann jayge my dream 🤩"
Chlo Eq question puchhu ga,one day i will be like all PPs
Agr glt answer diya to power mil chuki hai,bhai  😐
What do you mean by World Class Infrastructure,aasan puchna 😑 PSIT 🤔 is it right
You study in Worldclass Infrastructure Wrong,😕
Think agaimn,pranveer singh institute of technology ?? This message was deleted https://play.google.com/store/apps/details?id=com.sleepalert.alarm.direction.map Google app Mera converted app
☹ ye wala,Ooh Kya hua
pta ni,Reconnection likh kr aa rha h
reconnect ka option a rha tha fir kt gya sayd tumne kt kr diya 😭😭,😕 PSIT EXAM: http://220.225.135.119:10042/Student/?action=Launch direct link
achha https://play.chess.com/WGp5,? olt ke answer bejdena
ok Bhai itna bekar khelte hai😭😭 mai 1500+wale rating ke laundo ko hra deta hu aur tumse haar jata hu😭😭😭,"yess jitgy, kabhi kabhi mauka aata h"
bhai hmesa tum hi jette ho,"yesssssssssssssssssssssssssssssssssssss 😕 nhi to olt karo ab, class ke time ak or macth kell ge tab tum harra dena Ok to likh do bhai 😕"
ok,ye dakha?
bhai tripathi bhai ka olt de rhe de ke dekhta hu,🤔 vo nhi deta?
deta hai aaj uske me khul ni rha,kitne ache ho tum 👍👌 mere taraf se good lelo
😇,class 12:30 se na aaj?
pta ni,msg ta fr delet kr diya ab hmm kya mane
apna kaam kro,assinment kr lete agr class hoti to 6-7 page h
achha,chalo hackerearht kr lete h
ha kro mai thode der me start kru ga,ok
kro image processing,Kaise
paper pd lo ek bar ise mt dekho,😕
content pdo,Ok sir
ya to fir java se decode kr lo,Koi tool nhi h ky
..,😅😅 Ho gy syd Dakhleta hu ak bar
good,Cs keloge Raat ko
ha,dakho bhai sahi h?
ha,Cs keloge bro
abhi?,Kutch kr rhe kya
"ni,",Saam ko hi kelte h Batao time
12 bze ke aas pas khele ge jaise ki us den khel rhe the,😕 so jayge tab tak
to fir11 bze,Uss din bahuy late ho gaya ta bhai Ok 🤗
aao chess khele,😕 jaa rhe chuut pr 9 baje kelte h
ok 3 ghnte chht pe rho ge? 🤣🤣 isme Chht glt likha hai,Ha bhai Family time 😞 are
"bhai mai 3 hrs pr ni hs rha Chht ki spelling misleading, bs wo bta rha",😭😭
....,Ranjabazi 😭
😭😭😭😭😭,..... Bejj rhe ho Jisse ki hmm darr jay 😭 Tum dikha rhe ho ki tum bahut ache java coder ho
Bhai ab apne tumko ye bhi ni kh skte ki tumne spelling glt likh di hai😭😭😭😭,Bhai baat uski nhi h
Ek to SE hai uska gm upr ab tum bhi rngbazi dikhane lg gye😭😭,Batt iski h
Wo iske liye tha,😕 ok Bhai java code to nhi launch ki na Meri taraf? 🙄
Btao abhi kr de. Tum btao kon sa code launch krna hai?,Nhi nhi mt karo
😭,Bro gps location change krne valla app h Aao bhai cs Network id : shobhit9935 Passw: 1234 Bro same hi h Himanchi on kr lo aa joga Ha aa gy Fr se karo Hua?
establishing network connection to server,Ho gy na
aaj pp bhai ni aye ge?,Aa rhe h todi der me Ye h ip bhai : Ye lagao last vale se pahile Bhai keval pistol se Status dakho mera 🤣🤣
what happend,Fr se lagga rhe Ye karo
ok,Disconnect kr ke Oh Ab?
Maine bnd kr diya,Kal keloge ab? Ak do din me kelte h
PP a ni rahe ok,Bro gps location change krne valla app h Olt ke answer nhi beje bhai Aaj 😕 Missed voice call bro link bejo assinment ki
konse?,jo hmne di ti drive vali 2 ti
wo to chat me hongi na,del ho gai
achha hmse chat kr ke delete kr dete ho na.,😕 bejdo bhai please
all three sent,🤣🤣 abhi dakha?
ha,isne ak assinment 6 pg me kiya h? ok thanx hang ho gai h kya class? ya mere me hi keval aa rha
aao chess khele,Ok todi der me kelte h
Data compression ka assignment bhezo apna,mere pass kaha h? PP bhai ko msg krte h ruko
mt do,sir apko mill jayga
hm smjh rahe,are bhai nhi h
SES ku mdad kro ge *SE SES log PP ke mdad kre ge ki SES ye hme phle hi sochna chaiye tha,"bhai msg kr diya h, I will send you ASAP 🤦‍♂️ nahi aaisa kutch nhi h bhai 😭"
olt de do fir hme phone krna Kuchh insights lene ai tumse,ok sir yeah sure Bhai hmne link beji ti tumko 2-3 din pahile?
usme 2 the wo dono kr liye,ha vo bejdo hmko link
tumne bheza tha aur tumhare pass hi ni hai,are bejdo 😭 bhai tum madad kyo nhi krte meri
https://drive.google.com/file/d/1JIOg6axs6fm9o-OOnPd3NfwchjcAvK_5/view hme ye baat smjh ni aati,ak or hogi
chlo mere msg delete kr dete ho ku ki ho skta hai hm abhadratra se baat kr dete ho kabhi kabhi but tum apne msg bhi delete kr dete ho,"bhai its like Black hole jo jatta h, vo kabhi nhi milta"
https://drive.google.com/file/d/1JZbPl9UAc6lkFLcC2iPJnUzv7UJO8DIA/view?usp=drivesdk hme to mil jata hai,"ha kyo ki tum mathmatician ho vahi keval eq solve kr ke krlete h 😕 Garib admi hmm bhai, kuya kare 😭😭"
bhai mere me 32 GB ke aas pas ka space khali rhta hai hmesa,😕 itna to total hh mere me are nhi 64 hh
64 bhre ho shukla ho gye ho uska bhi yahi rhta hai,🙄 This message was deleted bura nhi mange hmm 😭 garib admi ki mauzz sab lete h
😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭 Bhai ab lg rha jeene ka koi mksd ni bcha hai Aaj tk ka hr hmne sirf is liye kiya hai ki log mujhe achha smje but tum hme Gnda hi smjh rhe ho,na na
"wahi to, SE ki mauj lene me sbko mja ata hai",tum ache ho
ku ki sbse jyda gareb to wo hi hota hai,nahi bhai ans bejo
ha aane do turant bhezta hu,ok
code chl gya,code ki apk?
https://play.chess.com/cBaa code apk chla ke dekta hu,ok
ye kya kr rhe ho?,are on nhi ho rha ta 😬 Fr se kelege saam ko
ok Aao chess khele,11 pe rakhte h
ok ..,Ok
sending link https://play.chess.com/CpjU Aa rhe ho na?,Ha
Jldi game khtm krne ke liye khl rhe the na,Nhi
Ok,App banna? Design beja ta aaaj PP ne
Thode der me start kre ge,Assignment kab tak dene h
24,"Vo app pr automatically after 10 min ak bar gps reset hokr check ho Ye dakhna kr ke, ho rha h kya"
ok,Meeting band ho gai ky?
ha,Kyo
Pta ni ku wo end kr diya no idea,Ok
Aaj Assignment ni likh paye ge lgta hai😭😭 Fir se login kro,"Ha, chalu ho gai Ye link vale hmne bi kr liye assignment Ab ak or bacha h bhai vo bi bejo bhai olt ke an bejo bejo"
aane do,? submit kr diye ky assinment
kon sa?,3 me se koi
not yet,ok kab krn h
24 tk kabhi bhi yani kl tk,ok
yar abhi ek aur meating baki hai,ha usme 3 krna h 9 pg h isme to
ha leking saksham ne likha hai to tumhe 4-5 likhna pde ga,ok
meating jb suru ho jaye to bta dena start ho gye kya?,Meeting start
ok yaha to kuchh aur hi bt arha hai.,Ha net nhi challrga sir ka
achha To fir aaj meating ni hogi?,"Hogi Aay to te, syd fr se aay"
maine on kr rkhi hia Ye dikha ra,10 baje to nhi hogai
Waise tum mujhe jra meating wla share kro ek bar,Subject Name & Code:  Data Compression (RCS-087)
tumhare me kya status dikha rha,?
Bhai ab kl 10 bze ge aaj wale to bz chuke,Matlb?
Aaj wale 10 to bz chuke hai,Ha
ha wahi mere me bhi dikha rha tha,strt ho gai
bhai kaise jin krte hai?,webex pr
Meating number kaha mangta hai?,padaye nhi aaj aaao jaldi webex open karo join meeting corona ho gy h
coder bhai I have a doubt plz clear tha *that,Kya hua Ye game download krne jaa rhe
Tum game khelo,Kya hua Batao
ruko btata hu,🤨
😁 ye btao flexible UI kaise bnaye? jaise ki keyboard jb ata hai to ceeze shift ho jaye Jo ki PP bhai demand kr rh,Flexible ui kya hota h
Arre mujhe ni pta wo maine apne aap se name diya hai,😅oh Kya flexible h? Hnne to nhi dikha kutch aisa? Keyboard ke space ki baat to nhi kr rhe
Arre photo 1 se photo 2 me jo transformation hai wo dekho jra PP ne jo link bheza hai usme,"Oh, ha iske liye keyboard ka overlap on krna padega ayd App me Syd"
achha Tumhe pta ho to bta dena Ni mai soch rha thi ek aur activity aur xml bna denge onclick me waha bhez denge 😁😁,😅😅 ha sahi h yahi No idea
pkka ye hi kr du?,Sir aap smjh lijiye do no hi sahi h
"Bta do Tum Coder ho, SES ho, Aur mere pujya bhi ho achha chlo dhundta hu agr kuchh mila to kru ga ni to subh fir se ek baar slah mange ge",ok ok sir Iss se baat ho rhi.
assignment submit kr diya?,Ha
kaise krna hai? btao mujhe jra,Classroom open kr ke Submit kr ke turn in kr do bas Thank bhai Bull gy te aj bi
pichhle bar kuchh photos mis ho gye thi,Ok
Abhi jg rhe ho?,Bejo bhai
.. https://play.chess.com/wiVM,Ha cs kell rhe h Aao
ok,Thari rating kanm ho gai
Ye blitz ki hai 10 min wale game ki,Ooh
Rapid me 1500 hai 30 min wale me,Rapid lagao
ok,😁 3 min valla
3 min wala lgaye? https://play.chess.com/Jzbf 3 min wala,3 min ka kaha h ye
pta ni 10 min kaise chalu ho gya? ha wahi,😕
ruko fir se bhezta hu,😬ok
https://play.chess.com/QpjZ,🤣🤣 Ye mast ta
speedster ho ye wala hme jeetna chahiye tha,🤣🤣 masta ha
Speed str ho tum,Bhai tumne hmne chess sikhaya h
😇,🤗🤗
chlo ab pdo,Ok
Duniya bhar me fail raha ye video PP bhai ne bheza?,Ha bhai Kyo Star bann gy ye ab
Unko hmne bheza tha,🤦🏻‍♂️
Wo hmse puchh rhe the app ka status,Ab tum hme kutch nhi bejte
wahi Bhai tum hmse baat hi ni kiye,🤣🤣 😕
Jinho ne hme msg kiya hmne un sbko bheza hai Frzi ke chezo ko lekr hm tumhara dhyan ni bhtkana chahte,Ye achi baat h Per dakho hmme tumhe beja 😞 Jabki baat bi nhi hui ti Vo bi search kr ke
Ha bhai .. Mtlb hm chat me itna niche rhte hai,Are aaj project ki baat hui ti To niche chali gai ti chat
achha chess? 3 min wala,Ye run kr ke dako Ok
https://play.chess.com/1dKY PP bhai online hai chess.com me.,Ha Aaj attendence nhi hui ky
usako bijjat kr rhe waha gussa a gya hoga,Ooh ha
Derivation puchh rhe,"Ha, or bi hh ky or ?"
ye kya python ki comparision expression jaisa kya bheze ho,😑
"😭😭, dant rhe ho",Nhi
Aur iska kya mtlb smjhe phonr me sanandreas khel rhe? hmko ab tk lgta tha ki tum games ni khelte ho,Kelte h bhai 🙄 Thanks bhai Hmm gamr kellne me bull gy te
👏👏 bhai ek help kr do mai phone kru? agr free ho to,Ha karo Time pass kr rhe h Karo hmne earphn cont kr liya phn se
tumhare coding skills ke visay me mai ek kitab likhu ga,kyo galt h kya code 🙄
ni bhai bahut hi achha hai is liey,5-6 line hi likha h bahut nhi h bhai driver ki zip hh isme output aa rha?
ha tumne to rn kr ke dekha hi hoga,ha driver ki dikt ho jati h dakho kr ke reu
ok ok krta hu fir status du ga,ok
session not created: This version of ChromeDriver only supports Chrome version 83 ye errror a rhi,Aisa karo chrome drive search karo net pr and apne chrome ke liye download kr lo Chrome version about chrome me hoga
Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library? ab ye new drama ho rha aur chrome khul rha hai lxml me parse ni ho rha,Install kr do Chrome me kya open ho rha?
Already installed hai,Yahi same dikalte uske me bi ayge jisko deoge Ok
Abhi ye dikkat resolve kaise kre,Ye likho
ye try kr chuka hu wo library phle se hi exist kr rhi,Fr se karo Ak bar Pic bejo Run karo ise Team viewer ki id do
ok zoom se ajao,Usme acces kaha milta h?
hota hai,Mouse and keyboard ka Ok aao
ha bhai Shivam Rajpoot is inviting you to a scheduled Zoom meeting.,Cancle kr siya Ok Missed voice call
aao,Aay?
"not yet soup.find('li', class_=""ProfileNav-item--screen_following"") https://urlprofiler.com/blog/scrape-twitter/",Ok Ak or app banna h bhai
btao,Jo ki zoom open kr de in class vali meeting ke time apne aap
achha,100 rs ka subscribe dege sabko 😅 Apna free
zoom driver chahiye oga hoga ha,Zoom web open kr de
ha,🤔 join as gust name fill kr ke Ak timer laggana padega syd Raat ko set kr ke soo jao
idea bdiya hai,"😅 Dakhna isko, kaise open hoga Hmm bi dakte h"
ha dekhta hu,https://play.google.com/store/apps/details?id=my.app.notebooks Review and 5 star vo app me add kiya kutch?
login page bnaya ta aur register bhi abhi thode der me fir se kaam start kru ga Mousa ka project khtm ho gya hai,Badiya 👍 Ak alarm app bann sakte ho?
ha bna skte hai skte kuchh bhi hai bs proper direction chahiye,Agar alarm app me hmm log alarm ki jagh zoom app open kr de to
Btao to tumhari saadi bhi krwa de ha bilkul,🙄
is baat pr gaur frmaya jaye,Batamizi kr rhe ho
ni bhai,Galdi sandi bate krke
Bhai isme gnda kya hai,Or kya Lockdown me sadiya ho rhi h 🤨
bhai Do pariwaar ko jodna punya ka kaam hota hai Ramayan me bhi ye likha hai,Ha Vo sab til h Ye alarm aap ka batao
alarm app bna denge,Ok
last date set kro,Kal
Mai tabhi focus se kaam kr pata hu kl evening,"Jitna pahile bann dege utna reg hoga Kissi ko battna mt apni h 😅, boll diya jayga achi h download kr lo"
Waise mai kisi ki help krne ja rha tha,Apni batayge to download nhi krte ladke
ab ye bnata hu ha frzi me apne aap ko smart proof krne ke liya *liye,Fr vo ego me leke apni app banar lagege 😅 same hi kaho banna de
🤣🤣,Ha
ye kon tha bhai? log ek dm hramkhori pr utr aye ha,Pta nhi Ladki lagg rhi ti koi
lekin hoga koi launda hi,Ghr me rahe rahe pagal ho gy sab Ha 😅
🤣🤣,Olt ke answer bejo Aaj fr cutt gy
bhai maaf kr do aaj mera mousa ne kr diya to yaad hi tha *rha meating hai aaj?,Ha
aao fir,Zoom me?
ha,Sir answer bejiye
Aaj to ni bhool gye?,🙄
rngbazi reply ni kr rhe 😭😭😭😭😭😭😭😭😭😭😭 😭😭😭😭😭😭😭😭😭😭😭 😭😭😭😭😭😭😭😭😭😭😭,Olt mark kr rhe h Dakho
"achha chlo de do ok, maine pda ni maine jaise hi bhez diye",Ok Ranbazi Ranbazu
bhai phone me internet ni chl rha kl se to phone chla hi ni rha hu bhai ka internet use ke rhe abho *abhi rngbazi tum jaise coder se kon dikha skta hai bhai if free ho to call kro,Saam ko krta hu
ok coder bhai..,Ok sir
sayd kl tk saam ho jaye gi??,Missed voice call Bhai mera bi pack over ho gy hh
achha ye paper bheza hai hmko thanks brother,🙌 Aao chess kelle
waw aao ab chess khelw *khele,Ok
https://play.chess.com/ELjo chle ku gye,Net chall gu ta
waise bhi aap jeet ke chle jate ho,🙄 3 match kelle aaj to
ha second wala jeete the na aur third wala pura ni kiya ☹️☹️,😑
isase ek hi nishkarsh niklta hai ki tum sirf hraane aate ho hme😭😭😭 Hme jeetne ko hi ni milta hai 😭😭😭😭😭😭😭😭😭 wow,See
Ab btao infy walo ki mdad kr rhe tum,"Ab infy vale ai,ml padhage Yes, ab mazza ayga"
🤩🤩,"Tum bi padna bahut acha hoga World leaders ayge Download kr rhe hm unke lecture, tumhe bi cahiye hoto drive pr upload kr de?"
wow achha tum mujhe link de do hm bhi kr lenge,Nhi ye unki police ke kilaf h Cyber cell vale aa jaygee
achha ok to drive link de dena,Ok
achha ye btao project file bna li?,"World class olts bi hoge fr Na, ladke banayge ye sab"
wow🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩 wo to hm de ni paye ge ku ki h. to infosysian hai ni,"Kya kiya jay, world class infrastructure se world class facilities ki tarf shift jo ho rhe h Hmm links provid krva dege PP sir se kahh kr Don't worry."
🙏 ok,Apni or meri chat history laao
?,Then more- then export chat Soch rha hu meri tarh bolne valla chatbot banna kr whatsapp pr lagga du
achha,Bejo chat .txt
